PriceDate,symbol,impvol180,impvol90,impvol10,impvol30,rsi,volume,volume3mo,volume6mo,turnover,turnover3m,turnover6m,cc30,cencc180,cencc5,cencc10,cIV180,cIV90,IVE,Forward_RV,industrysubgroup
2021-07-19,AAP,27.3233,28.0407,28.1973,28.1973,52.64,602423.0,801329.0,904844.0,9205.889468419142,12245.459090769846,13827.317101376027,19.4,26.74,16.16,20.05,15.414575014900674,16.653145543410112,29.7065,23.45,Retail-Auto Parts
2021-07-20,AAP,26.9412,27.7002,27.71,27.71,59.71,477372.0,780762.0,901479.0,7294.930495153909,11931.165890034095,13775.89520927254,20.75,26.81,20.09,22.18,14.72666484442421,16.073191345840442,30.0707,22.19,Retail-Auto Parts
2021-07-21,AAP,26.9998,26.6055,26.829,26.829,58.05,620554.0,771241.0,898879.0,9482.957409231434,11785.67144076593,13736.1636103426,18.7,26.65,19.88,22.19,14.833597002750212,14.10315674769305,30.4239,22.18,Retail-Auto Parts
2021-07-22,AAP,26.9845,27.8218,28.3394,28.3215,59.36,450410.0,762788.0,898511.0,6882.912487007344,11656.497524787099,13730.540133685876,18.56,26.65,19.87,21.81,14.805729980315057,16.281859698449683,30.4001,22.24,Retail-Auto Parts
2021-07-23,AAP,26.839,27.44,27.8576,27.8141,65.42,360318.0,760248.0,897638.0,5506.177067081402,11617.682444103546,13717.199168903067,20.02,26.82,22.4,19.86,14.538855560187674,15.620499351813313,30.2876,21.14,Retail-Auto Parts
2021-07-26,AAP,27.5798,27.9863,27.8049,27.7314,63.58,419463.0,759016.0,895748.0,6409.997732731144,11598.855772992285,13688.317322620725,20.06,26.8,22.57,19.63,15.864796501688886,16.561382420860888,29.427,21.09,Retail-Auto Parts
2021-07-27,AAP,28.0069,29.0692,29.2054,29.1332,65.16,703121.0,760995.0,886740.0,10744.69984824497,11629.09778120008,13550.662181093645,19.27,26.69,16.88,18.56,16.596169666823734,18.332069949681078,28.907,22.24,Retail-Auto Parts
2021-07-28,AAP,28.2618,28.7287,29.3316,29.0411,58.53,496404.0,760674.0,884156.0,7585.766662551779,11624.192130341236,13511.174586214314,19.93,26.53,19.61,19.75,17.022800569823996,17.787203368995364,28.7319,22.38,Retail-Auto Parts
2021-07-29,AAP,27.4119,28.1732,28.6337,28.3456,60.15,452715.0,755853.0,861149.0,6918.135998477915,11550.520413190477,13159.594660997001,19.97,26.48,19.75,19.81,15.571084150116203,16.87529550082013,28.6684,23.83,Retail-Auto Parts
2021-07-30,AAP,28.005,28.5068,28.5189,28.3731,57.35,434612.0,754182.0,851737.0,6641.496184043565,11524.98521687009,13015.765867736542,20.08,24.93,12.94,18.29,16.592963116936044,17.42653282325546,28.4815,24.17,Retail-Auto Parts
2021-08-02,AAP,28.3375,29.5324,28.6897,28.8082,58.38,515001.0,749943.0,845601.0,7869.955317009355,11460.206679800518,12921.998376737962,19.08,24.41,12.81,18.35,17.148186675272694,19.058044227044913,28.542,24.33,Retail-Auto Parts
