PriceDate,symbol,impvol180,impvol90,impvol10,impvol30,rsi,volume,volume3mo,volume6mo,turnover,turnover3m,turnover6m,liquidity_ratio,volume_op,marketcap,cc30,cencc180,cencc5,cencc10,avgimpliedmove,impvol180theta,cIV180,cIV90,IVE,Forward_RV,industrysubgroup
2021-08-03,OXY,53.187,54.0804,58.5925,55.4773,45.08,15215289.0,17580378.0,18172732.0,16295.088825658864,18828.02364770455,19462.415872935,0.05968250878448401,53962.0,24678.6067,55.62,58.05,38.24,47.18,5.055222338264043,52.217199057809154,52.884982452488345,53.78339952215739,51.741,53.62,Oil Comp-Explor_Prodtn
2021-08-04,OXY,52.2303,52.9034,48.1701,52.4332,41.57,20780168.0,17726774.0,18214763.0,22254.896374918168,18984.808902006644,19507.429538524113,0.06781719356479672,60925.0,23987.6433,51.7,57.87,36.67,48.04,5.055222338264043,51.24239598743276,51.92271793820119,52.599754101706594,51.5148,56.42,Oil Comp-Explor_Prodtn
2021-08-05,OXY,51.9693,52.3903,47.395,51.5567,44.79,12976216.0,17703712.0,18173008.0,13897.11299476997,18960.110257941535,19462.711288934974,0.04487851273876936,40768.0,24454.5106,50.75,57.88,35.21,34.71,5.055222338264043,50.97633814754513,51.66016398047919,52.08366283288839,51.8584,56.7,Oil Comp-Explor_Prodtn
2021-08-06,OXY,51.7068,51.0762,45.4416,49.9788,46.05,12862475.0,17627685.0,18169815.0,13775.300591915839,18878.688558353344,19459.29250198747,0.031439649942679726,27260.0,24641.2565,50.78,57.85,35.48,34.77,5.055222338264043,50.70869821522601,51.39608512562022,50.761625332922506,51.4399,56.74,Oil Comp-Explor_Prodtn
2021-08-09,OXY,51.0598,50.8079,43.1049,48.8881,42.06,12029116.0,17514033.0,18160371.0,12882.799082803043,18756.970027438612,19449.177384453105,0.034511751816979186,30210.0,23912.9446,51.39,57.37,37.14,37.03,5.055222338264043,50.04879703332404,50.74512366759983,50.4916537896116,51.4399,56.74,Oil Comp-Explor_Prodtn
2021-08-10,OXY,51.088,50.8691,42.7063,49.108,46.36,13269637.0,17239661.0,18016506.0,14211.357647473507,18463.126624503802,19295.10282186712,0.032764667112061885,29131.0,24519.8718,52.04,57.45,37.33,37.78,5.055222338264043,50.077566359028125,50.7734984416083,50.553236640298316,51.7048,56.72,Oil Comp-Explor_Prodtn
2021-08-11,OXY,50.5005,50.9284,44.7962,48.8791,49.84,15265573.0,17055510.0,17973697.0,16348.941452991974,18265.906850723466,19249.2558220263,0.030538043278387442,27402.0,25061.4378,52.58,57.51,35.03,35.86,5.055222338264043,49.4780699774442,50.18231660904068,50.612906719136376,51.6611,56.1,Oil Comp-Explor_Prodtn
2021-08-12,OXY,51.11,50.7926,44.6297,48.8768,50.02,9253552.0,16874417.0,17870367.0,9910.2585861735,18071.961551728687,19138.592185986698,0.025992341779368412,23480.0,25089.4505,45.16,54.93,32.26,33.77,5.055222338264043,50.100010064299035,50.79563465495829,50.476257931427526,51.5996,55.61,Oil Comp-Explor_Prodtn
2021-08-13,OXY,50.5379,50.911,44.3776,48.2475,44.0,11815087.0,16750511.0,17843606.0,12653.5807214721,17939.26215392289,19109.931977914668,0.040943186787312055,36516.0,24081.0171,46.74,55.05,43.12,39.49,5.055222338264043,49.51624223275495,50.219953568377576,50.59539821960096,51.2024,59.95,Oil Comp-Explor_Prodtn
2021-08-16,OXY,50.9855,51.3872,45.3534,49.3089,39.12,16371446.0,16735363.0,17874281.0,17533.295597010143,17923.039076833316,19142.78386631346,0.049621850784842166,44852.0,23147.2825,45.71,55.07,46.84,42.27,5.055222338264043,49.972993893630836,50.67036224707694,51.07454085784815,51.9343,58.45,Oil Comp-Explor_Prodtn
