PriceDate,symbol,impvol180,impvol90,impvol10,impvol30,rsi,volume,volume3mo,volume6mo,turnover,turnover3m,turnover6m,cc30,cencc180,cencc5,cencc10,cIV180,cIV90,IVE,Forward_RV,industrysubgroup
2021-07-19,IAC,40.2196,40.7694,43.4367,43.4367,25.59,979623.0,877045.0,927076.0,10990.076795577203,9839.287055507075,10400.568826310255,25.57,44.72,23.9,28.71,37.53801571953424,38.12650490616731,40.3542,29.22,Internet Content-Info/Ne
2021-07-20,IAC,40.5068,41.3456,43.5828,43.5828,28.69,634818.0,876066.0,924775.0,7121.820246614635,9828.304452883656,10374.755155907755,25.01,44.74,17.62,27.81,37.84557102541854,38.74203194671131,39.9877,29.4,Internet Content-Info/Ne
2021-07-21,IAC,39.1434,40.0141,42.4881,42.4881,38.75,659366.0,874965.0,924349.0,7397.216172510178,9815.952366940923,10369.975661231563,26.8,45.0,28.29,28.87,36.38258049616602,37.31775179200912,40.3214,26.85,Internet Content-Info/Ne
2021-07-22,IAC,39.7347,40.4854,44.7746,44.6409,37.81,356144.0,870914.0,922028.0,3995.4655112082687,9770.505329946422,10343.936931040078,26.82,44.99,28.57,27.64,37.01800621440868,37.82266533654126,39.9524,27.17,Internet Content-Info/Ne
2021-07-23,IAC,40.0508,40.1317,42.4665,42.2956,42.19,461413.0,868647.0,921705.0,5176.444645038546,9745.072443946741,10340.313150161033,27.06,44.89,30.27,27.24,37.35710080613859,37.44382118440905,39.5437,26.94,Internet Content-Info/Ne
2021-07-26,IAC,39.5663,39.7242,43.434,42.8111,39.7,269966.0,859680.0,916997.0,3028.6622201401283,9644.474998370408,10287.496091662792,27.25,44.93,30.26,27.26,36.83718903078789,37.00673540911168,39.7502,27.03,Internet Content-Info/Ne
2021-07-27,IAC,40.3945,40.8637,44.1376,43.5518,36.9,405235.0,851736.0,911959.0,4546.201983673705,9555.354035970011,10230.976630422074,27.84,44.94,31.77,25.69,37.725349968555626,38.22732501352926,40.3637,26.48,Internet Content-Info/Ne
2021-07-28,IAC,40.3645,40.7862,44.04,43.355,40.79,262418.0,843214.0,898876.0,2943.9835515521836,9459.747983897914,10084.202146518228,27.91,44.96,22.35,25.5,37.69322565461863,38.1444689364002,40.4153,26.12,Internet Content-Info/Ne
2021-07-29,IAC,39.9732,40.2669,44.7504,43.5591,44.74,625302.0,845844.0,884973.0,7015.063046604536,9489.253173014267,9928.22890306245,27.86,44.6,24.51,26.62,37.27389325305313,37.588690261965766,39.7828,25.89,Internet Content-Info/Ne
2021-07-30,IAC,40.717,41.9965,45.6062,44.7031,40.28,504063.0,847472.0,879987.0,5654.921729663124,9507.517568401307,9872.292963619753,28.39,44.7,27.45,28.89,38.07046741241825,39.43592793697138,39.8503,24.52,Internet Content-Info/Ne
